Model,0
AdaBoostClassifier,0.15788479406795364
RandomForestClassifier,0.14051450663529508
LGBMClassifier,0.13724903428761714
ExtraTreesClassifier,0.12462504059677448
KNeighborsClassifier,0.10978032550257
XGBClassifier,0.10704235603884943
BaggingClassifier,0.10641121907343448
DecisionTreeClassifier,0.09971263437247574
Perceptron,0.08877001366839277
PassiveAggressiveClassifier,0.08096287911915423
LinearSVC,0.07804955302847699
ExtraTreeClassifier,0.07680289070104121
LinearDiscriminantAnalysis,0.07035908380896938
SGDClassifier,0.06721869639281758
GaussianNB,0.06637125644010927
NearestCentroid,0.06068174710837654
CalibratedClassifierCV,0.0591300178954835
RidgeClassifier,0.056492275964070804
BernoulliNB,0.05559922509647863
RidgeClassifierCV,0.04985419395570739
LogisticRegression,0.004606289980204514
LabelSpreading,0.0005725131278138049
LabelPropagation,0.0005725131278138049
DummyClassifier,-0.0049610951426995314
